"","curl1","curl2","curl3","strait1","strait2","strait3","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"Lilr4b",0.527064289403157,0,0,0,0,0,0.0878440482338595,0.648704840267485,4.07237813541102,0.15929386189036,0.873437356515855,NA,"Lilr4b","14727"
"Lilra5",0,0,0,0.958170298824518,0,0,0.159695049804086,-1.22082899275181,4.0804728567969,-0.299188117553156,0.764796515123686,NA,"Lilra5","232801"
"Lilra6",0,1.22425146238121,0,0,0,0,0.204041910396868,0.809987487622326,4.06699204282385,0.199161316052127,0.84213655851987,NA,"Lilra6","18726"
"Lilrb4a",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Lilrb4a","14728"
"Lim2",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Lim2","233187"
"Lima1",18.9743144185137,4.89700584952483,6.52076026908034,7.66536239059614,4.5288225255895,3.32354779556986,7.65163554147906,1.00529789557371,0.933369218057596,1.07706347726551,0.281451908185794,0.398927160366989,"Lima1","65970"
"Limch1",0.527064289403157,1.22425146238121,4.34717351272023,0,1.13220563139737,3.32354779556986,1.75904044857864,0.42772910322543,1.775940114528,0.240846580200768,0.809674026247544,0.864899373235539,"Limch1","77569"
"Limd1",0,0,0,0.958170298824518,1.13220563139737,4.43139706075981,1.08696216516362,-3.72882672355775,2.39530947772446,-1.55672023103258,0.119536923206655,NA,"Limd1","29806"
"Limd2",0,0,0,15.3307247811923,5.66102815698687,25.4805330993689,7.74538100625801,-6.56729718804634,1.5102866065871,-4.34837808890257,1.37148020059507e-05,0.000107968456147736,"Limd2","67803"
"Lime1",0.527064289403157,0,1.08679337818006,0,0,1.10784926518995,0.453617822128861,0.54421401885682,3.2329690447803,0.168332579532571,0.866321644780827,NA,"Lime1","72699"
"Limk1",2.10825715761263,0,0,0.958170298824518,1.13220563139737,1.10784926518995,0.884413725504079,-0.410639302498322,2.32330549253768,-0.176747872295431,0.859706436141934,NA,"Limk1","16885"
"Limk2",1.05412857880631,4.89700584952483,0,6.70719209177163,4.5288225255895,6.64709559113972,3.97237410613866,-1.68302372175038,1.26014364689328,-1.33558084897674,0.181686313176005,0.286326723005721,"Limk2","16886"
"Lims1",0,0,1.08679337818006,0,0,0,0.181132229696676,0.809987487622326,4.06699204282385,0.199161316052127,0.84213655851987,NA,"Lims1","110829"
"Lims2",0.527064289403157,0,0,17.2470653788413,20.3797013651527,17.7255882430392,9.31323654607274,-5.8757102690877,1.36660141942162,-4.2995054633958,1.7117965624837e-05,0.000130081031885291,"Lims2","225341"
"Lin28a",0,1.22425146238121,2.17358675636011,1.91634059764904,2.26441126279475,1.10784926518995,1.44773989072918,-0.7540636223967,1.84421878021734,-0.408879700437621,0.682627946811614,0.76802881377914,"Lin28a","83557"
"Lin28b",4.21651431522526,1.22425146238121,6.52076026908034,6.70719209177163,0,1.10784926518995,3.29609456727473,0.594257274870749,1.42764558490264,0.416249860017796,0.677227178199681,0.763714465473468,"Lin28b","380669"
"Lin37",1.05412857880631,0,0,0,0,0,0.175688096467719,1.18196178239688,4.05630175741403,0.291389017159907,0.770753813333353,NA,"Lin37","75660"
"Lin52",0,2.44850292476242,0,0,0,0,0.408083820793736,2.01481734517082,4.01048453345573,0.502387511624364,0.615394961951591,NA,"Lin52","217708"
"Lin54",2.63532144701579,4.89700584952483,4.34717351272023,8.62353268942066,3.39661689419212,8.86279412151962,5.46040741906554,-0.8591870670602,0.977153346718856,-0.879275571173378,0.379251877974994,0.500263633197096,"Lin54","231506"
"Lin7a",106.994050748841,37.9517953338175,67.3811894471635,22.0379168729639,23.7763182593449,25.4805330993689,47.2703006269166,1.5874167498941,0.544058796578036,2.91773014218034,0.00352589348101981,0.0128845666737542,"Lin7a","108030"
"Lin7b",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Lin7b","22342"
"Lin7c",8.96009291985367,9.79401169904967,22.8226609417812,6.70719209177163,6.79323378838425,12.1863419170895,11.2105888929883,0.683270601357677,0.772783739728635,0.884167932412255,0.376605566274289,0.497762893175084,"Lin7c","22343"
"Lin9",25.8261501807547,37.9517953338175,23.9094543199613,5.74902179294711,0,5.53924632594976,16.495944658905,2.93081790529923,0.813299546566438,3.60361433579112,0.00031382260407508,0.00165933506449664,"Lin9","72568"
"Linc-md1",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Linc-md1",NA
"Lincenc1",4.74357860462841,1.22425146238121,0,2.87451089647355,0,0,1.47372349391386,1.07336426609131,2.21011047000988,0.48566091182153,0.627207601767012,0.723785022830745,"Lincenc1",NA
"Lincpint",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Lincpint",NA
"Lincppara",0,0,0,0.958170298824518,0,0,0.159695049804086,-1.22082899275181,4.0804728567969,-0.299188117553156,0.764796515123686,NA,"Lincppara",NA
"Lincred1",1.58119286820947,0,2.17358675636011,11.4980435858942,4.5288225255895,6.64709559113972,4.40479022119884,-2.52927009898337,1.22215000091503,-2.06952509682911,0.0384968387557565,0.0875730874332451,"Lincred1","100996933"
"Lingo1",15.8119286820947,9.79401169904967,10.8679337818006,0,1.13220563139737,0,6.26767996572372,5.00934867377827,1.47071041384728,3.40607411670809,0.000659042850125317,0.00316853364465761,"Lingo1","235402"
"Lingo2",4.21651431522526,0,3.26038013454017,0.958170298824518,2.26441126279475,3.32354779556986,2.33717063449243,0.264933533382463,1.50616170379946,0.175899793969094,0.860372667216214,0.901551939926985,"Lingo2","242384"
"Lingo3",118.58946511571,17.1395204733369,64.1208093126234,0,0,0,33.3082991502784,8.42134278041075,1.39899256093044,6.01957652641835,1.74873966627234e-09,3.27873239195797e-08,"Lingo3","237403"
"Lingo4",3.16238573641894,0,1.08679337818006,3.83268119529807,1.13220563139737,1.10784926518995,1.72031920108073,-0.411347249156351,1.71225769340211,-0.240236765027488,0.810146713703887,0.865265391085513,"Lingo4","320747"
"Lins",2.10825715761263,0,0,3.83268119529807,7.92543941978162,8.86279412151962,3.78819531570199,-2.93774337188787,1.42573191456976,-2.06051596507495,0.0393492412030957,0.0892824775811955,"Lins",NA
"Lipa",0,0,1.08679337818006,2.87451089647355,0,0,0.660217379108935,-1.5192249864248,3.2137290737426,-0.47272963948251,0.636406077726898,NA,"Lipa","16889"
"Lipc",3.6894500258221,1.22425146238121,3.26038013454017,3.83268119529807,3.39661689419212,3.32354779556986,3.12115458463392,-0.325300415805085,1.19774270279803,-0.271594571225651,0.785933774140792,0.847508303138105,"Lipc","15450"
"Lipe",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Lipe","16890"
"Lipf",8.43302863045051,1.22425146238121,0,45.0340040447523,74.7255716722267,42.0982720772182,28.5858546478382,-3.85675207574311,0.836251711091031,-4.61195119195789,3.98906673494715e-06,3.61194336102894e-05,"Lipf","67717"
"Lipg",3.6894500258221,0,0,0,0,1.10784926518995,0.799549881835342,1.76970063118702,3.01084585182988,0.587775236022614,0.556683168111724,NA,"Lipg","16891"
"Liph",0,2.44850292476242,0,0.958170298824518,1.13220563139737,0,0.756479809164051,0.121925000654289,2.78742087758,0.0437411521291836,0.965110735936299,NA,"Liph","239759"
"Lipi",1.58119286820947,4.89700584952483,0,32.5777901600336,23.7763182593449,12.1863419170895,12.5031081757004,-3.49331857085451,0.947330074155335,-3.68754108642571,0.000226431541574214,0.00124695979200081,"Lipi","320355"
"Lipk",1.58119286820947,0,0,0,0,0,0.263532144701579,1.54761652778813,4.04518119065495,0.382582745950511,0.702029165423947,NA,"Lipk","240633"
"Lipm",5.27064289403157,2.44850292476242,2.17358675636011,2.87451089647355,0,1.10784926518995,2.31251545613627,1.31415304271776,1.52969980488127,0.859092116325242,0.390289696473824,0.511357395737858,"Lipm","78753"
"Lipn",3.16238573641894,4.89700584952483,4.34717351272023,9.58170298824518,1.13220563139737,7.75494485632967,5.1459030957727,-0.607605003540745,1.05963100879022,-0.573411874983203,0.566365851791171,0.670468105346468,"Lipn","70166"
"Lipo1",0.527064289403157,2.44850292476242,0,0,3.39661689419212,4.43139706075981,1.80059686151958,-1.46717714410099,1.89075119473609,-0.775975785807065,0.43776328314158,0.556619214078415,"Lipo1","329055"
"Lipt1",0.527064289403157,2.44850292476242,0,1.91634059764904,0,1.10784926518995,0.999959512834094,-0.109180968266468,2.25666977471188,-0.0483814554924889,0.961412238368807,NA,"Lipt1","623661"
"Lipt2",0.527064289403157,0,0,0,0,0,0.0878440482338595,0.648704840267485,4.07237813541102,0.15929386189036,0.873437356515855,NA,"Lipt2","67164"
"Litaf",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Litaf","56722"
"Lix1",1.58119286820947,0,0,0,1.13220563139737,1.10784926518995,0.636874627466133,-0.3094129238134,2.88608146480806,-0.107208659071575,0.914623446078747,NA,"Lix1","66643"
"Lix1l",0,0,0,0,1.13220563139737,2.21569853037991,0.55798402696288,-2.76281085541031,3.33157732325992,-0.829280123898468,0.406945915242182,NA,"Lix1l","280411"
"Lkaaear1",0,0,1.08679337818006,0,0,0,0.181132229696676,0.809987487622326,4.06699204282385,0.199161316052127,0.84213655851987,NA,"Lkaaear1","277496"
"Llgl1",67.4642290436041,99.1643684528779,52.1660821526427,0,1.13220563139737,1.10784926518995,36.8391224242853,6.67617301025158,1.15011583420901,5.80478314590209,6.44493620873322e-09,1.06036686894693e-07,"Llgl1","16897"
"Llgl2",4.74357860462841,6.12125731190604,13.0415205381607,7.66536239059614,6.79323378838425,1.10784926518995,6.57880031647758,0.591516190067899,0.989426167602632,0.597837624914586,0.549948282806855,0.657256143978796,"Llgl2","217325"
"Llph",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Llph","66225"
"Lman1",33.2050502323989,41.6245497209611,29.3434212108615,1.91634059764904,0,1.10784926518995,17.8662018378434,5.04532593945026,1.03150426629655,4.89123128648288,1.00207129593642e-06,1.05078859609459e-05,"Lman1","70361"
"Lman1l",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Lman1l","235416"
"Lman2",6.85183576224104,11.0182631614309,6.52076026908034,0,1.13220563139737,1.10784926518995,4.4384856815566,3.48788917981784,1.40787902324416,2.47740688101221,0.0132340937269028,0.0379158214443554,"Lman2","66890"
"Lman2l",0,0,0,34.4941307576826,38.4949914675107,40.9904228120282,18.9965908395369,-7.86035807076155,1.32468327539948,-5.93376410553014,2.96067129916097e-09,5.22772775818573e-08,"Lman2l","214895"
"Lmbr1",6.32477147283789,7.34550877428725,7.6075536472604,5.74902179294711,0,4.43139706075981,5.24304212468208,1.03866293385704,1.09468505317242,0.948823527686779,0.342710373553026,0.462997133563936,"Lmbr1","56873"
"Lmbr1l",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Lmbr1l","74775"
"Lmbrd1",0.527064289403157,0,0,26.8287683670865,31.7017576791265,23.264834568989,13.7204041507675,-6.43759131741599,1.3199129917541,-4.87728460711698,1.07556193444333e-06,1.11900620081496e-05,"Lmbrd1","68421"
"Lmbrd2",23.1908287337389,7.34550877428725,6.52076026908034,4.79085149412259,5.66102815698687,5.53924632594976,8.84137062569429,1.25728208072889,0.881162531579421,1.42684469172254,0.153624665914039,0.250848585117677,"Lmbrd2","320506"
"Lmcd1",14.7578001032884,45.2973041081047,10.8679337818006,0,0,0,11.8205063321989,6.9048335293503,1.45632174158145,4.7412830092423,2.12369030900072e-06,2.06568300266871e-05,"Lmcd1","30937"
"Lmf1",0.527064289403157,0,0,0,0,0,0.0878440482338595,0.648704840267485,4.07237813541102,0.15929386189036,0.873437356515855,NA,"Lmf1","76483"
"Lmf2",0.527064289403157,2.44850292476242,1.08679337818006,0,0,0,0.677060098724272,2.75693396133938,2.77023420824056,0.995198872766204,0.319639549936279,NA,"Lmf2","105847"
"Lmln",0.527064289403157,0,0,0.958170298824518,0,0,0.247539098037946,-0.313077051248528,4.07237789818556,-0.0768781923180605,0.938720446203516,NA,"Lmln","239833"
"Lmna",5.27064289403157,0,0,25.870598068262,18.115290102358,19.9412867734192,11.5329696396784,-3.30924656671702,1.0234770488874,-3.23333734773481,0.00122352986988929,0.00533446958885175,"Lmna","16905"
"Lmnb1",5.27064289403157,1.22425146238121,11.9547271599806,10.5398732870697,11.3220563139737,11.0784926518995,8.5650072948894,-0.834212192665971,0.88569404310187,-0.941874001708762,0.346257152109416,0.466423063999127,"Lmnb1","16906"
"Lmnb2",0,0,3.26038013454017,6.70719209177163,7.92543941978162,13.2941911822794,5.19786713806214,-3.26016922371834,1.350506075647,-2.41403521428547,0.0157769374744371,0.0436456883416911,"Lmnb2","16907"
"Lmntd2",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Lmntd2","72000"
"Lmo1",2.10825715761263,1.22425146238121,1.08679337818006,0,0,0,0.736550333028982,2.93304954904147,2.65149691446614,1.10618629538629,0.268645893377945,NA,"Lmo1","109594"
"Lmo2",0.527064289403157,1.22425146238121,0,0,0,2.21569853037991,0.661169047027379,-0.37942285254733,2.88108488362761,-0.131694437294605,0.895225985591292,NA,"Lmo2","16909"
"Lmo3",5.27064289403157,2.44850292476242,1.08679337818006,2.87451089647355,1.13220563139737,5.53924632594976,3.05865034179912,-0.0524543569665373,1.29459191983332,-0.0405180629995674,0.967680106674691,0.977257450707253,"Lmo3","109593"
"Lmo4",25.8261501807547,17.1395204733369,7.6075536472604,0,0,0,8.428870716892,6.44399025542681,1.47387735014592,4.37213466560758,1.23037592051809e-05,9.81710471318643e-05,"Lmo4","16911"
"Lmo7",14.7578001032884,20.8122748604805,10.8679337818006,28.7451089647355,32.8339633105239,21.0491360386091,21.511036176573,-0.840032085850896,0.584280178746497,-1.43772134740748,0.150513133575255,0.247481464750636,"Lmo7","380928"
"Lmod1",0,1.22425146238121,0,0,0,0,0.204041910396868,0.809987487622326,4.06699204282385,0.199161316052127,0.84213655851987,NA,"Lmod1","93689"
"Lmod2",1.05412857880631,1.22425146238121,1.08679337818006,4.79085149412259,11.3220563139737,4.43139706075981,3.98491304803729,-2.61897760513371,1.252512527184,-2.09097917050132,0.0365299312177022,0.0842912872542414,"Lmod2","93677"
"Lmod3",21.6096358655294,12.2425146238121,8.69434702544046,14.3725544823678,16.9830844709606,11.0784926518995,14.1634381866683,0.036063223248054,0.686916590070834,0.0525001488817372,0.958130176709505,0.970568674612569,"Lmod3","320502"
"Lmtk2",9.48715720925683,7.34550877428725,8.69434702544046,2.87451089647355,6.79323378838425,0,5.86579294897372,1.41399991494321,1.07999998803434,1.30925919500866,0.190446566738951,0.296250214927258,"Lmtk2","231876"
"Lmtk3",0,0,3.26038013454017,5.74902179294711,11.3220563139737,9.97064338670958,5.05035027136177,-3.21066834596693,1.3581255669107,-2.36404381464535,0.0180766745722307,0.0489361404491103,"Lmtk3","381983"
"Lmx1a",11.0683500774663,12.2425146238121,8.69434702544046,0,3.39661689419212,0,5.90030477015183,3.29232994407059,1.2737043387354,2.58484629748485,0.00974224164842562,0.0296061478731652,"Lmx1a","110648"
"Lmx1b",4.21651431522526,0,5.43396689090028,0,0,0,1.60841353435426,4.05502679851356,2.31823506794966,1.74918706673693,0.0802586889443705,0.154182694981474,"Lmx1b","16917"
"Lncbate1",0,0,1.08679337818006,0.958170298824518,2.26441126279475,1.10784926518995,0.902870700831546,-2.10933702045468,2.34650823156045,-0.898925898526236,0.368692132073559,NA,"Lncbate1","109215"
"Lnp",14.2307358138852,9.79401169904967,8.69434702544046,15.3307247811923,15.8508788395632,17.7255882430392,13.6043810670284,-0.552775415379475,0.655880341587078,-0.842799182000008,0.399340765576929,0.520550817381448,"Lnp",NA
"Lnpep",45.3275288886715,13.4667660861933,30.4302145890416,14.3725544823678,11.3220563139737,11.0784926518995,20.9996021686912,1.29634485308163,0.658810827656186,1.96770423111223,0.0491020787228613,0.106059690496032,"Lnpep","240028"
"Lnx1",0.527064289403157,2.44850292476242,0,10.5398732870697,1.13220563139737,3.32354779556986,2.99519898803375,-2.46155259389826,1.56145282516769,-1.57645018422757,0.114922090698338,0.200881770135194,"Lnx1","16924"
"Lnx2",34.7862431006084,17.1395204733369,33.6905947235818,68.9882615153653,40.7594027303055,84.1965441544364,46.593427782939,-1.16629197588429,0.530287361562791,-2.19935842417054,0.0278524464461297,0.0686260756610719,"Lnx2","140887"
"Loh12cr1",0,1.22425146238121,0,0,1.13220563139737,0,0.392742848963097,-0.15516908551642,3.84075093564996,-0.0404007154111806,0.967773659900768,NA,"Loh12cr1",NA
"Lonp1",5.79770718343473,1.22425146238121,4.34717351272023,0,0,0,1.89485535975603,4.30085859470985,1.99633774102037,2.15437423554974,0.0312108354016857,0.0747988674983488,"Lonp1","74142"
"Lonp2",11.5954143668695,31.8305380219114,21.7358675636011,0.958170298824518,0,1.10784926518995,11.2046399193994,4.93154165335415,1.26671411780697,3.89317651396514,9.8940106991854e-05,0.000609374588158766,"Lonp2","66887"
"Lonrf1",1.58119286820947,1.22425146238121,0,3.83268119529807,0,2.21569853037991,1.47563734271144,-1.05982754053365,1.94069808669105,-0.546106345856552,0.584992837952575,0.686617745159231,"Lonrf1","244421"
"Lonrf2",8.43302863045051,17.1395204733369,11.9547271599806,0,0,2.21569853037991,6.62382913235799,4.11217224481798,1.35728055235489,3.02971426038879,0.00244785206963169,0.00952570816389128,"Lonrf2","381338"
"Lonrf3",3.6894500258221,1.22425146238121,7.6075536472604,10.5398732870697,5.66102815698687,8.86279412151962,6.26415845017332,-1.00352645566523,0.964317006443749,-1.04066033157092,0.298033219909892,0.416804064096477,"Lonrf3","74365"
"Lor",2.10825715761263,3.67275438714363,0,0,0,0,0.963501924126042,3.29710608881649,2.7251953975045,1.20986043490155,0.226332451372729,NA,"Lor","16939"
"Lox",1.58119286820947,3.67275438714363,1.08679337818006,5.74902179294711,9.05764505117899,6.64709559113972,4.63241717813316,-1.81260402895143,1.08695897654981,-1.66759194050261,0.0953967592538792,0.174543174000373,"Lox","16948"
"Loxhd1",14.2307358138852,0,5.43396689090028,0,0,1.10784926518995,3.46209199499591,4.14003225732186,1.88312429973275,2.19849122965988,0.0279141188686993,0.0687615202958767,"Loxhd1","240411"
"Loxl1",0.527064289403157,0,0,0.958170298824518,1.13220563139737,0,0.436240036604175,-1.18458301235006,3.26186086824133,-0.36316172277107,0.716484079244672,NA,"Loxl1","16949"
"Loxl2",3.16238573641894,31.8305380219114,21.7358675636011,0.958170298824518,1.13220563139737,2.21569853037991,10.1724776304222,3.70766865726864,1.15689607169231,3.20484159985525,0.0013513682767973,0.0058036099366139,"Loxl2","94352"
"Loxl3",0,0,0,0,0,1.10784926518995,0.184641544198325,-1.22082899275181,4.0804728567969,-0.299188117553156,0.764796515123686,NA,"Loxl3","16950"
"Loxl4",1.05412857880631,1.22425146238121,3.26038013454017,2.87451089647355,3.39661689419212,5.53924632594976,2.89152238205719,-1.13558838715897,1.28811865494533,-0.88158678767614,0.378000302576032,0.499046928456936,"Loxl4","67573"
"Lpar1",0,0,1.08679337818006,6.70719209177163,1.13220563139737,2.21569853037991,1.85698160528816,-3.3610268996696,1.94303621385992,-1.72978088400771,0.0836694310607007,0.158752011874871,"Lpar1","14745"
"Lpar2",7.90596434104736,22.0365263228618,11.9547271599806,5.74902179294711,5.66102815698687,3.32354779556986,9.4384692615656,1.47699103100523,0.836750197302757,1.76515169732409,0.0775382740994961,0.150400645164447,"Lpar2","53978"
"Lpar3",0,1.22425146238121,0,0,0,0,0.204041910396868,0.809987487622326,4.06699204282385,0.199161316052127,0.84213655851987,NA,"Lpar3","65086"
"Lpar4",5.79770718343473,6.12125731190604,4.34717351272023,13.4143841835433,9.05764505117899,11.0784926518995,8.3027766491138,-1.04307425217136,0.796140347695374,-1.31016378605958,0.190140433771519,0.295990946630976,"Lpar4","78134"
"Lpar5",2.10825715761263,0,0,0,0,0,0.351376192935438,1.91780578055397,4.01752200313793,0.477360367673419,0.633105530733952,NA,"Lpar5","381810"
"Lpar6",6.85183576224104,20.8122748604805,14.1283139163407,1.91634059764904,0,2.21569853037991,7.65407727784854,3.29292378571545,1.12115959368452,2.93706962350808,0.00331329708352031,0.0122383253220736,"Lpar6","67168"
"Lpcat1",0.527064289403157,0,0,0,0,0,0.0878440482338595,0.648704840267485,4.07237813541102,0.15929386189036,0.873437356515855,NA,"Lpcat1","210992"
"Lpcat2",0.527064289403157,0,0,0.958170298824518,2.26441126279475,2.21569853037991,0.994224063567055,-2.54372402548187,2.24620245690527,-1.13245536601652,0.257443039213016,NA,"Lpcat2","270084"
"Lpcat2b",0,1.22425146238121,0,0,0,3.32354779556986,0.757966542991845,-1.70003748909382,3.09295068900774,-0.549649076248034,0.58256009108985,NA,"Lpcat2b","70902"
"Lpcat3",2.10825715761263,1.22425146238121,4.34717351272023,0,0,0,1.27994702211901,3.70791657892182,2.22026258119209,1.67003516175595,0.0949124070236252,0.173836807617313,"Lpcat3","14792"
"Lpcat4",0,1.22425146238121,0,5.74902179294711,1.13220563139737,2.21569853037991,1.72019623618427,-3.21436864102933,1.97425683210007,-1.62814107504449,0.103494975742856,0.185741363535125,"Lpcat4","99010"
"Lpgat1",3.6894500258221,2.44850292476242,6.52076026908034,0.958170298824518,0,2.21569853037991,2.63876367481155,1.99190146357046,1.49555550442145,1.331880667539,0.182899404699837,0.287758520541068,"Lpgat1","226856"
"Lpin1",2.10825715761263,4.89700584952483,3.26038013454017,7.66536239059614,7.92543941978162,2.21569853037991,4.67869058040588,-0.846922399828934,1.06516135496089,-0.795111835295634,0.426548450674923,0.545562511577954,"Lpin1","14245"
"Lpin2",0,4.89700584952483,0,1.91634059764904,1.13220563139737,0,1.32425867976187,0.598411171125517,2.35147486945115,0.254483336777139,0.799122175773579,0.85650788095235,"Lpin2","64898"
"Lpin3",0.527064289403157,1.22425146238121,1.08679337818006,0,0,1.10784926518995,0.657659732525729,1.27623533763653,2.6011914449623,0.490634912746697,0.623684688776903,NA,"Lpin3","64899"
"Lpl",0.527064289403157,0,0,0,4.5288225255895,2.21569853037991,1.21193089089543,-2.85167748047293,2.35851722852483,-1.20909758299987,0.226625357693757,NA,"Lpl","16956"
"Lpo",0,0,0,6.70719209177163,10.1898506825764,2.21569853037991,3.18545688412132,-5.28445776163342,1.75596594496195,-3.00943066509637,0.00261737811878771,0.0100490653388477,"Lpo","76113"
"Lpp",38.4756931264305,23.260777785243,23.9094543199613,319.070709508564,357.77697952157,298.011452336097,176.750844432978,-3.48184551286216,0.418526840199908,-8.31928846235782,8.84929404519914e-17,5.10373415258985e-15,"Lpp","210126"
"Lppos",0,0,0,0.958170298824518,0,0,0.159695049804086,-1.22082899275181,4.0804728567969,-0.299188117553156,0.764796515123686,NA,"Lppos","68841"
"Lppr1",0.527064289403157,0,1.08679337818006,7.66536239059614,5.66102815698687,11.0784926518995,4.33645681117763,-3.87790404058991,1.42700928440995,-2.71750442197956,0.00657762764477044,0.0215105653517115,"Lppr1",NA
"Lppr2",0,0,0,0.958170298824518,0,0,0.159695049804086,-1.22082899275181,4.0804728567969,-0.299188117553156,0.764796515123686,NA,"Lppr2",NA
"Lppr3",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Lppr3",NA
"Lppr4",10.5412857880631,12.2425146238121,10.8679337818006,1.91634059764904,0,0,5.92801246522081,4.0229615971819,1.37191270761767,2.93237432297554,0.00336381037558048,0.0124162628541426,"Lppr4",NA
"Lppr5",4.21651431522526,1.22425146238121,5.43396689090028,0,2.26441126279475,13.2941911822794,4.40555585226349,-0.489824169962419,1.3646443887105,-0.358939056954809,0.719640680661592,0.797080357288469,"Lppr5",NA
"Lpxn",88.0197363303272,157.928438647176,154.324659701568,2.87451089647355,0,2.21569853037991,67.5605073509875,6.24750221755756,0.818482537526298,7.63303055485998,2.29298509408774e-14,9.61784894010241e-13,"Lpxn","107321"
"Lrat",3.16238573641894,2.44850292476242,2.17358675636011,9.58170298824518,6.79323378838425,6.64709559113972,5.13441796421844,-1.53708902717951,0.995664040217914,-1.54378280734443,0.122640957715771,0.210900314905164,"Lrat","79235"
"Lrba",3.16238573641894,1.22425146238121,40.2113549926621,2.87451089647355,3.39661689419212,1.10784926518995,8.66282820788632,2.58178380280577,1.25636861112632,2.05495726329172,0.0398831327338768,0.0902430286933689,"Lrba","80877"
"Lrch1",9.48715720925683,6.12125731190604,5.43396689090028,11.4980435858942,6.79323378838425,6.64709559113972,7.66345906291356,-0.221934983347185,0.829888722209886,-0.267427400093113,0.789140105198527,0.849937376153224,"Lrch1","380916"
"Lrch2",315.711509352491,861.873029516371,643.381679882594,8.62353268942066,12.4542619453711,9.97064338670958,308.669109462159,5.87778730268601,0.545929783728259,10.7665628032702,4.95142507079222e-27,8.75742047520785e-25,"Lrch2","210297"
"Lrch3",0.527064289403157,0,1.08679337818006,0,1.13220563139737,1.10784926518995,0.64231876069509,-0.405547920334883,2.63464805419939,-0.153928688762993,0.877665963315228,NA,"Lrch3","70144"
"Lrch4",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Lrch4","231798"
"Lrcol1",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Lrcol1","381667"
"Lrfn1",0,0,2.17358675636011,0,0,0,0.362264459393352,1.86231285087906,4.02175522411696,0.463059720718821,0.643321560630684,NA,"Lrfn1","80749"
"Lrfn2",0,0,0,0,1.13220563139737,0,0.188700938566229,-1.22082899275181,4.0804728567969,-0.299188117553156,0.764796515123686,NA,"Lrfn2","70530"
"Lrfn3",0.527064289403157,2.44850292476242,0,0.958170298824518,2.26441126279475,0,1.03302479596414,-0.175796896454657,2.24131730356811,-0.0784346313548707,0.937482326536485,NA,"Lrfn3","233067"
"Lrfn4",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Lrfn4","225875"
"Lrfn5",3.16238573641894,2.44850292476242,0,0.958170298824518,0,0,1.09484316000098,2.3222578707928,2.40779212598381,0.964476063249828,0.334807303593169,NA,"Lrfn5","238205"
"Lrg1",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Lrg1","76905"
"Lrguk",3.16238573641894,9.79401169904967,6.52076026908034,5.74902179294711,3.39661689419212,14.4020404474694,7.17080613985959,-0.315237127083507,0.944548786023787,-0.333743615732695,0.738573034154155,0.811780117912366,"Lrguk","74354"
"Lrif1",7.3789000516442,19.5880233980993,3.26038013454017,4.79085149412259,10.1898506825764,4.43139706075981,8.27323380362375,0.621845681442764,0.929333360162944,0.669130914802987,0.50341197090892,0.616586316582905,"Lrif1","321000"
"Lrig1",0.527064289403157,1.22425146238121,1.08679337818006,0,0,0,0.473018188327404,2.2505739580062,3.1233248774761,0.720569920291112,0.471174166202563,NA,"Lrig1","16206"
"Lrig2",4.21651431522526,2.44850292476242,3.26038013454017,20.1215762753149,28.3051407849344,17.7255882430392,12.6796171129694,-2.68299541435149,0.766837935837687,-3.49877762818373,0.000467396213362327,0.00233632059171032,"Lrig2","269473"
"Lrig3",4.21651431522526,4.89700584952483,4.34717351272023,4.79085149412259,5.66102815698687,1.10784926518995,4.17007043229496,0.209840513282021,1.09178292225753,0.192199849442711,0.847585663830896,0.892407884172385,"Lrig3","320398"
"Lrit1",5.79770718343473,9.79401169904967,8.69434702544046,0,1.13220563139737,0,4.23637858988704,4.3953512900445,1.56185512622131,2.81418629439624,0.0048900880217765,0.0168814619671738,"Lrit1","239037"
"Lrit2",3.16238573641894,7.34550877428725,7.6075536472604,7.66536239059614,4.5288225255895,0,5.05160551235871,0.528634168919473,1.16079163513224,0.455408320425439,0.648815510459414,0.742502986843017,"Lrit2","239038"
"Lrit3",0,0,0,0.958170298824518,0,1.10784926518995,0.344336594002412,-2.08033390427478,3.98538022491,-0.521991325011344,0.601676370638553,NA,"Lrit3","242235"
"Lrmp",3.6894500258221,3.67275438714363,0,0,0,0,1.22703406882762,3.66098683744433,2.52005853995871,1.45273880721212,0.146296287806533,NA,"Lrmp","16970"
